Ціна (грн),Кількість об'єктів
60000,215
160000,221
260000,226
360000,232
460000,237
560000,242
660000,246
760000,251
860000,255
960000,258
1060000,262
1160000,265
1260000,267
1360000,269
1460000,271
1560000,273
1660000,274
1760000,274
1860000,275
1960000,274
2060000,274
2160000,273
2260000,271
2360000,269
2460000,267
2560000,265
2660000,262
2760000,258
2860000,255
2960000,251
3060000,246
3160000,242
3260000,237
3360000,232
3460000,226
3560000,221
3660000,215
3760000,209
3860000,203
3960000,197
4060000,191
4160000,184
4260000,178
4360000,171
4460000,165
4560000,158
4660000,152
4760000,146
4860000,139
4960000,133
5060000,127
5160000,121
5260000,115
5360000,109
5460000,103
5560000,98
5660000,92
5760000,87
5860000,82
5960000,77
6060000,73
6160000,68
6260000,64
6360000,60
6460000,56
6560000,52
6660000,48
6760000,45
6860000,42
6960000,39
7060000,36
7160000,33
7260000,30
7360000,28
7460000,26
7560000,24
7660000,22
7760000,20
7860000,18
7960000,17
8060000,15
8160000,14
8260000,12
8360000,11
8460000,10
8560000,9
8660000,8
8760000,8
8860000,7
8960000,6
9060000,5
9160000,5
9260000,4
9360000,4
9460000,4
9560000,3
9660000,3
9760000,2
9860000,2
9960000,2
