Ціна (грн),Кількість об'єктів
60000,15
160000,15
260000,15
360000,15
460000,15
560000,15
660000,15
760000,15
860000,15
960000,15
1060000,15
1160000,15
1260000,15
1360000,15
1460000,15
1560000,15
1660000,15
1760000,15
1860000,15
1960000,15
2060000,15
2160000,15
2260000,15
2360000,15
2460000,15
2560000,15
2660000,15
2760000,15
2860000,15
2960000,15
3060000,15
3160000,15
3260000,15
3360000,15
3460000,15
3560000,15
3660000,15
3760000,15
3860000,15
3960000,15
4060000,15
4160000,15
4260000,15
4360000,15
4460000,15
4560000,15
4660000,15
4760000,15
4860000,15
4960000,15
5060000,15
5160000,15
5260000,15
5360000,15
5460000,15
5560000,15
5660000,15
5760000,15
5860000,15
5960000,15
6060000,15
6160000,15
6260000,15
6360000,15
6460000,15
6560000,15
6660000,15
6760000,15
6860000,15
6960000,15
7060000,15
7160000,15
7260000,15
7360000,15
7460000,15
7560000,15
7660000,15
7760000,15
7860000,15
7960000,15
8060000,15
8160000,15
8260000,15
8360000,15
8460000,15
8560000,15
8660000,15
8760000,15
8860000,15
8960000,15
9060000,15
9160000,15
9260000,15
9360000,15
9460000,15
9560000,15
9660000,15
9760000,15
9860000,15
9960000,15
