Ціна (грн),Кількість об'єктів
60000,326
160000,335
260000,345
360000,356
460000,366
560000,376
660000,386
760000,396
860000,406
960000,416
1060000,426
1160000,436
1260000,446
1360000,456
1460000,465
1560000,475
1660000,484
1760000,494
1860000,503
1960000,512
2060000,520
2160000,529
2260000,537
2360000,545
2460000,553
2560000,560
2660000,567
2760000,574
2860000,581
2960000,587
3060000,593
3160000,598
3260000,603
3360000,608
3460000,612
3560000,616
3660000,619
3760000,623
3860000,625
3960000,627
4060000,629
4160000,631
4260000,632
4360000,632
4460000,632
4560000,632
4660000,631
4760000,630
4860000,628
4960000,626
5060000,623
5160000,620
5260000,617
5360000,613
5460000,609
5560000,604
5660000,599
5760000,594
5860000,588
5960000,582
6060000,576
6160000,569
6260000,562
6360000,555
6460000,547
6560000,539
6660000,531
6760000,522
6860000,514
6960000,505
7060000,496
7160000,487
7260000,477
7360000,468
7460000,458
7560000,448
7660000,439
7760000,429
7860000,419
7960000,409
8060000,398
8160000,388
8260000,378
8360000,368
8460000,358
8560000,348
8660000,338
8760000,328
8860000,318
8960000,308
9060000,299
9160000,289
9260000,280
9360000,270
9460000,261
9560000,252
9660000,243
9760000,234
9860000,225
9960000,217
