Ціна (грн),Кількість об'єктів
60000,301
160000,346
260000,394
360000,444
460000,496
560000,547
660000,598
760000,647
860000,693
960000,734
1060000,770
1160000,799
1260000,821
1360000,835
1460000,840
1560000,837
1660000,825
1760000,805
1860000,777
1960000,743
2060000,703
2160000,658
2260000,610
2360000,560
2460000,508
2560000,457
2660000,406
2760000,358
2860000,312
2960000,269
3060000,229
3160000,194
3260000,162
3360000,134
3460000,110
3560000,89
3660000,72
3760000,57
3860000,45
3960000,35
4060000,27
4160000,20
4260000,15
4360000,11
4460000,8
4560000,6
4660000,4
4760000,3
4860000,2
4960000,2
5060000,1
5160000,1
5260000,1
