Ціна (грн),Кількість об'єктів
60000,177
160000,178
260000,179
360000,180
460000,181
560000,182
660000,183
760000,184
860000,184
960000,185
1060000,185
1160000,186
1260000,186
1360000,186
1460000,187
1560000,187
1660000,187
1760000,187
1860000,187
1960000,186
2060000,186
2160000,186
2260000,185
2360000,185
2460000,184
2560000,183
2660000,183
2760000,182
2860000,181
2960000,180
3060000,179
3160000,178
3260000,176
3360000,175
3460000,174
3560000,172
3660000,171
3760000,169
3860000,168
3960000,166
4060000,164
4160000,163
4260000,161
4360000,159
4460000,157
4560000,155
4660000,153
4760000,151
4860000,149
4960000,147
5060000,145
5160000,143
5260000,141
5360000,138
5460000,136
5560000,134
5660000,132
5760000,129
5860000,127
5960000,125
6060000,123
6160000,120
6260000,118
6360000,115
6460000,113
6560000,111
6660000,108
6760000,106
6860000,104
6960000,101
7060000,99
7160000,97
7260000,95
7360000,92
7460000,90
7560000,88
7660000,86
7760000,83
7860000,81
7960000,79
8060000,77
8160000,75
8260000,73
8360000,71
8460000,69
8560000,67
8660000,65
8760000,63
8860000,61
8960000,59
9060000,57
9160000,55
9260000,54
9360000,52
9460000,50
9560000,48
9660000,47
9760000,45
9860000,44
9960000,42
