Ціна (грн),Кількість об'єктів
60000,654
160000,667
260000,680
360000,692
460000,703
560000,714
660000,724
760000,734
860000,742
960000,751
1060000,758
1160000,765
1260000,771
1360000,776
1460000,780
1560000,783
1660000,786
1760000,788
1860000,789
1960000,789
2060000,788
2160000,786
2260000,784
2360000,781
2460000,776
2560000,771
2660000,766
2760000,759
2860000,752
2960000,744
3060000,735
3160000,725
3260000,715
3360000,705
3460000,693
3560000,681
3660000,669
3760000,656
3860000,643
3960000,629
4060000,615
4160000,600
4260000,586
4360000,570
4460000,555
4560000,540
4660000,524
4760000,509
4860000,493
4960000,477
5060000,461
5160000,446
5260000,430
5360000,414
5460000,399
5560000,384
5660000,369
5760000,354
5860000,339
5960000,325
6060000,311
6160000,297
6260000,283
6360000,270
6460000,257
6560000,245
6660000,232
6760000,221
6860000,209
6960000,198
7060000,188
7160000,177
7260000,167
7360000,158
7460000,149
7560000,140
7660000,132
7760000,124
7860000,116
7960000,109
8060000,102
8160000,95
8260000,89
8360000,83
8460000,77
8560000,72
8660000,67
8760000,62
8860000,58
8960000,53
9060000,49
9160000,46
9260000,42
9360000,39
9460000,36
9560000,33
9660000,30
9760000,28
9860000,26
9960000,24
