Ціна (грн),Кількість об'єктів
60000,1140
160000,1172
260000,1200
360000,1226
460000,1249
560000,1268
660000,1284
760000,1296
860000,1304
960000,1309
1060000,1309
1160000,1306
1260000,1298
1360000,1287
1460000,1272
1560000,1254
1660000,1232
1760000,1207
1860000,1179
1960000,1148
2060000,1115
2160000,1079
2260000,1041
2360000,1002
2460000,961
2560000,919
2660000,877
2760000,833
2860000,790
2960000,747
3060000,703
3160000,661
3260000,619
3360000,578
3460000,538
3560000,500
3660000,462
3760000,427
3860000,392
3960000,360
4060000,329
4160000,300
4260000,273
4360000,247
4460000,223
4560000,201
4660000,181
4760000,162
4860000,145
4960000,129
5060000,114
5160000,101
5260000,89
5360000,78
5460000,69
5560000,60
5660000,52
5760000,46
5860000,39
5960000,34
6060000,29
6160000,25
6260000,22
6360000,18
6460000,16
6560000,13
6660000,11
6760000,10
6860000,8
6960000,7
7060000,6
7160000,5
7260000,4
7360000,3
7460000,3
7560000,2
7660000,2
7760000,1
7860000,1
7960000,1
8060000,1
8160000,1
8260000,1
