Ціна (грн),Кількість об'єктів
60000,561
160000,567
260000,572
360000,576
460000,580
560000,582
660000,584
760000,584
860000,584
960000,582
1060000,580
1160000,577
1260000,572
1360000,567
1460000,561
1560000,554
1660000,547
1760000,538
1860000,529
1960000,519
2060000,509
2160000,498
2260000,486
2360000,474
2460000,461
2560000,448
2660000,435
2760000,421
2860000,407
2960000,393
3060000,379
3160000,364
3260000,350
3360000,336
3460000,321
3560000,307
3660000,293
3760000,279
3860000,266
3960000,252
4060000,239
4160000,226
4260000,214
4360000,202
4460000,190
4560000,179
4660000,168
4760000,157
4860000,147
4960000,137
5060000,128
5160000,119
5260000,111
5360000,103
5460000,95
5560000,88
5660000,81
5760000,75
5860000,69
5960000,64
6060000,58
6160000,53
6260000,49
6360000,45
6460000,41
6560000,37
6660000,34
6760000,30
6860000,28
6960000,25
7060000,22
7160000,20
7260000,18
7360000,16
7460000,15
7560000,13
7660000,12
7760000,10
7860000,9
7960000,8
8060000,7
8160000,7
8260000,6
8360000,5
8460000,4
8560000,4
8660000,3
8760000,3
8860000,3
8960000,2
9060000,2
9160000,2
9260000,2
9360000,1
9460000,1
9560000,1
9660000,1
9760000,1
9860000,1
9960000,1
