Ціна (грн),Кількість об'єктів
60000,905
160000,941
260000,977
360000,1011
460000,1043
560000,1074
660000,1103
760000,1129
860000,1153
960000,1174
1060000,1193
1160000,1208
1260000,1221
1360000,1230
1460000,1236
1560000,1239
1660000,1238
1760000,1234
1860000,1227
1960000,1217
2060000,1203
2160000,1187
2260000,1167
2360000,1145
2460000,1120
2560000,1093
2660000,1063
2760000,1032
2860000,999
2960000,964
3060000,928
3160000,891
3260000,854
3360000,815
3460000,776
3560000,738
3660000,699
3760000,660
3860000,622
3960000,585
4060000,548
4160000,512
4260000,478
4360000,444
4460000,412
4560000,381
4660000,351
4760000,323
4860000,296
4960000,271
5060000,247
5160000,225
5260000,204
5360000,185
5460000,167
5560000,150
5660000,135
5760000,121
5860000,108
5960000,96
6060000,85
6160000,76
6260000,67
6360000,59
6460000,52
6560000,45
6660000,40
6760000,35
6860000,30
6960000,26
7060000,23
7160000,19
7260000,17
7360000,14
7460000,12
7560000,11
7660000,9
7760000,8
7860000,6
7960000,5
8060000,5
8160000,4
8260000,3
8360000,3
8460000,2
8560000,2
8660000,2
8760000,1
8860000,1
8960000,1
9060000,1
9160000,1
