Ціна (грн),Кількість об'єктів
60000,42
160000,43
260000,43
360000,44
460000,44
560000,44
660000,45
760000,45
860000,45
960000,45
1060000,45
1160000,45
1260000,45
1360000,45
1460000,44
1560000,44
1660000,43
1760000,43
1860000,42
1960000,42
2060000,41
2160000,40
2260000,39
2360000,39
2460000,38
2560000,37
2660000,36
2760000,35
2860000,34
2960000,33
3060000,32
3160000,30
3260000,29
3360000,28
3460000,27
3560000,26
3660000,25
3760000,24
3860000,23
3960000,22
4060000,21
4160000,20
4260000,19
4360000,18
4460000,17
4560000,16
4660000,15
4760000,14
4860000,13
4960000,12
5060000,11
5160000,11
5260000,10
5360000,9
5460000,9
5560000,8
5660000,7
5760000,7
5860000,6
5960000,6
6060000,5
6160000,5
6260000,4
6360000,4
6460000,4
6560000,3
6660000,3
6760000,3
6860000,3
6960000,2
7060000,2
7160000,2
7260000,2
7360000,2
7460000,1
7560000,1
7660000,1
7760000,1
7860000,1
7960000,1
8060000,1
8160000,1
8260000,1
