Ціна (грн),Кількість об'єктів
60000,74
160000,78
260000,82
360000,86
460000,90
560000,94
660000,98
760000,102
860000,106
960000,109
1060000,113
1160000,117
1260000,120
1360000,123
1460000,126
1560000,129
1660000,132
1760000,134
1860000,136
1960000,138
2060000,140
2160000,141
2260000,142
2360000,143
2460000,143
2560000,144
2660000,144
2760000,143
2860000,142
2960000,141
3060000,140
3160000,139
3260000,137
3360000,135
3460000,133
3560000,130
3660000,127
3760000,124
3860000,121
3960000,118
4060000,114
4160000,111
4260000,107
4360000,103
4460000,100
4560000,96
4660000,92
4760000,88
4860000,84
4960000,80
5060000,76
5160000,72
5260000,68
5360000,64
5460000,61
5560000,57
5660000,54
5760000,50
5860000,47
5960000,44
6060000,41
6160000,38
6260000,35
6360000,33
6460000,30
6560000,28
6660000,26
6760000,23
6860000,22
6960000,20
7060000,18
7160000,16
7260000,15
7360000,13
7460000,12
7560000,11
7660000,10
7760000,9
7860000,8
7960000,7
8060000,6
8160000,6
8260000,5
8360000,5
8460000,4
8560000,4
8660000,3
8760000,3
8860000,2
8960000,2
9060000,2
9160000,2
9260000,1
9360000,1
9460000,1
9560000,1
9660000,1
9760000,1
9860000,1
9960000,1
