Ціна (грн),Кількість об'єктів
60000,11
160000,12
260000,12
360000,13
460000,14
560000,14
660000,15
760000,16
860000,16
960000,17
1060000,18
1160000,18
1260000,19
1360000,20
1460000,20
1560000,21
1660000,21
1760000,22
1860000,23
1960000,23
2060000,24
2160000,24
2260000,25
2360000,25
2460000,25
2560000,26
2660000,26
2760000,26
2860000,27
2960000,27
3060000,27
3160000,27
3260000,27
3360000,27
3460000,28
3560000,27
3660000,27
3760000,27
3860000,27
3960000,27
4060000,27
4160000,26
4260000,26
4360000,26
4460000,25
4560000,25
4660000,25
4760000,24
4860000,24
4960000,23
5060000,23
5160000,22
5260000,21
5360000,21
5460000,20
5560000,20
5660000,19
5760000,18
5860000,18
5960000,17
6060000,16
6160000,16
6260000,15
6360000,14
6460000,14
6560000,13
6660000,12
6760000,12
6860000,11
6960000,11
7060000,10
7160000,10
7260000,9
7360000,8
7460000,8
7560000,8
7660000,7
7760000,7
7860000,6
7960000,6
8060000,5
8160000,5
8260000,5
8360000,4
8460000,4
8560000,4
8660000,3
8760000,3
8860000,3
8960000,3
9060000,2
9160000,2
9260000,2
9360000,2
9460000,2
9560000,2
9660000,1
9760000,1
9860000,1
9960000,1
