Ціна (грн),Кількість об'єктів
60000,8
160000,9
260000,11
360000,13
460000,15
560000,17
660000,20
760000,23
860000,26
960000,29
1060000,33
1160000,36
1260000,40
1360000,43
1460000,47
1560000,51
1660000,54
1760000,57
1860000,60
1960000,63
2060000,65
2160000,67
2260000,68
2360000,69
2460000,69
2560000,69
2660000,68
2760000,67
2860000,65
2960000,63
3060000,60
3160000,58
3260000,54
3360000,51
3460000,47
3560000,44
3660000,40
3760000,37
3860000,33
3960000,30
4060000,26
4160000,23
4260000,20
4360000,18
4460000,15
4560000,13
4660000,11
4760000,9
4860000,8
4960000,7
5060000,5
5160000,4
5260000,4
5360000,3
5460000,2
5560000,2
5660000,1
5760000,1
5860000,1
5960000,1
6060000,1
