Ціна (грн),Кількість об'єктів
60000,67
160000,69
260000,71
360000,74
460000,76
560000,78
660000,80
760000,82
860000,84
960000,86
1060000,88
1160000,90
1260000,91
1360000,93
1460000,95
1560000,96
1660000,97
1760000,99
1860000,100
1960000,101
2060000,101
2160000,102
2260000,103
2360000,103
2460000,104
2560000,104
2660000,104
2760000,104
2860000,104
2960000,103
3060000,103
3160000,102
3260000,102
3360000,101
3460000,100
3560000,99
3660000,98
3760000,96
3860000,95
3960000,94
4060000,92
4160000,90
4260000,89
4360000,87
4460000,85
4560000,83
4660000,81
4760000,79
4860000,77
4960000,74
5060000,72
5160000,70
5260000,68
5360000,66
5460000,63
5560000,61
5660000,59
5760000,57
5860000,54
5960000,52
6060000,50
6160000,48
6260000,46
6360000,44
6460000,42
6560000,40
6660000,38
6760000,36
6860000,34
6960000,32
7060000,30
7160000,29
7260000,27
7360000,25
7460000,24
7560000,23
7660000,21
7760000,20
7860000,19
7960000,17
8060000,16
8160000,15
8260000,14
8360000,13
8460000,12
8560000,11
8660000,10
8760000,10
8860000,9
8960000,8
9060000,8
9160000,7
9260000,6
9360000,6
9460000,5
9560000,5
9660000,5
9760000,4
9860000,4
9960000,3
