Ціна (грн),Кількість об'єктів
60000,72
160000,73
260000,75
360000,76
460000,78
560000,79
660000,80
760000,81
860000,82
960000,83
1060000,84
1160000,85
1260000,86
1360000,87
1460000,88
1560000,89
1660000,89
1760000,90
1860000,90
1960000,91
2060000,91
2160000,91
2260000,91
2360000,91
2460000,91
2560000,91
2660000,91
2760000,91
2860000,90
2960000,90
3060000,89
3160000,89
3260000,88
3360000,87
3460000,87
3560000,86
3660000,85
3760000,84
3860000,83
3960000,82
4060000,81
4160000,79
4260000,78
4360000,77
4460000,75
4560000,74
4660000,72
4760000,71
4860000,69
4960000,68
5060000,66
5160000,65
5260000,63
5360000,62
5460000,60
5560000,58
5660000,57
5760000,55
5860000,53
5960000,52
6060000,50
6160000,48
6260000,47
6360000,45
6460000,44
6560000,42
6660000,41
6760000,39
6860000,38
6960000,36
7060000,35
7160000,33
7260000,32
7360000,30
7460000,29
7560000,28
7660000,27
7760000,25
7860000,24
7960000,23
8060000,22
8160000,21
8260000,20
8360000,19
8460000,18
8560000,17
8660000,16
8760000,15
8860000,14
8960000,13
9060000,13
9160000,12
9260000,11
9360000,11
9460000,10
9560000,9
9660000,9
9760000,8
9860000,8
9960000,7
