Ціна (грн),Кількість об'єктів
60000,133
160000,143
260000,153
360000,163
460000,173
560000,182
660000,190
760000,198
860000,204
960000,210
1060000,214
1160000,218
1260000,220
1360000,221
1460000,220
1560000,218
1660000,215
1760000,211
1860000,205
1960000,199
2060000,191
2160000,183
2260000,174
2360000,164
2460000,155
2560000,144
2660000,134
2760000,124
2860000,114
2960000,104
3060000,94
3160000,85
3260000,76
3360000,68
3460000,60
3560000,53
3660000,46
3760000,40
3860000,35
3960000,30
4060000,26
4160000,22
4260000,18
4360000,15
4460000,13
4560000,11
4660000,9
4760000,7
4860000,6
4960000,5
5060000,4
5160000,3
5260000,2
5360000,2
5460000,2
5560000,1
5660000,1
5760000,1
5860000,1
