Ціна (грн),Кількість об'єктів
60000,40
160000,40
260000,40
360000,40
460000,41
560000,41
660000,41
760000,41
860000,41
960000,41
1060000,41
1160000,41
1260000,41
1360000,41
1460000,41
1560000,41
1660000,41
1760000,41
1860000,41
1960000,41
2060000,41
2160000,41
2260000,41
2360000,40
2460000,40
2560000,40
2660000,40
2760000,40
2860000,40
2960000,40
3060000,40
3160000,40
3260000,40
3360000,40
3460000,40
3560000,40
3660000,40
3760000,40
3860000,40
3960000,40
4060000,40
4160000,40
4260000,40
4360000,40
4460000,40
4560000,40
4660000,40
4760000,40
4860000,40
4960000,40
5060000,40
5160000,40
5260000,40
5360000,40
5460000,40
5560000,40
5660000,40
5760000,40
5860000,40
5960000,40
6060000,40
6160000,39
6260000,39
6360000,39
6460000,39
6560000,39
6660000,39
6760000,39
6860000,39
6960000,39
7060000,39
7160000,39
7260000,39
7360000,39
7460000,39
7560000,39
7660000,39
7760000,39
7860000,39
7960000,39
8060000,39
8160000,38
8260000,38
8360000,38
8460000,38
8560000,38
8660000,38
8760000,38
8860000,38
8960000,38
9060000,38
9160000,38
9260000,38
9360000,38
9460000,38
9560000,38
9660000,37
9760000,37
9860000,37
9960000,37
