Ціна (грн),Кількість об'єктів
60000,31
160000,31
260000,31
360000,32
460000,32
560000,32
660000,32
760000,32
860000,33
960000,33
1060000,33
1160000,33
1260000,33
1360000,33
1460000,33
1560000,33
1660000,33
1760000,33
1860000,32
1960000,32
2060000,32
2160000,32
2260000,32
2360000,31
2460000,31
2560000,31
2660000,30
2760000,30
2860000,30
2960000,29
3060000,29
3160000,29
3260000,28
3360000,28
3460000,27
3560000,27
3660000,26
3760000,26
3860000,25
3960000,25
4060000,24
4160000,24
4260000,23
4360000,22
4460000,22
4560000,21
4660000,21
4760000,20
4860000,20
4960000,19
5060000,19
5160000,18
5260000,17
5360000,17
5460000,16
5560000,16
5660000,15
5760000,15
5860000,14
5960000,14
6060000,13
6160000,13
6260000,12
6360000,12
6460000,11
6560000,11
6660000,10
6760000,10
6860000,9
6960000,9
7060000,9
7160000,8
7260000,8
7360000,7
7460000,7
7560000,7
7660000,6
7760000,6
7860000,6
7960000,5
8060000,5
8160000,5
8260000,5
8360000,4
8460000,4
8560000,4
8660000,4
8760000,3
8860000,3
8960000,3
9060000,3
9160000,3
9260000,3
9360000,2
9460000,2
9560000,2
9660000,2
9760000,2
9860000,2
9960000,2
