Ціна (грн),Кількість об'єктів
60000,300
160000,313
260000,325
360000,337
460000,348
560000,359
660000,369
760000,379
860000,387
960000,395
1060000,401
1160000,407
1260000,411
1360000,415
1460000,417
1560000,418
1660000,418
1760000,417
1860000,415
1960000,411
2060000,407
2160000,401
2260000,394
2360000,387
2460000,378
2560000,369
2660000,359
2760000,348
2860000,337
2960000,325
3060000,312
3160000,300
3260000,286
3360000,273
3460000,260
3560000,247
3660000,233
3760000,220
3860000,207
3960000,194
4060000,182
4160000,169
4260000,158
4360000,146
4460000,135
4560000,125
4660000,115
4760000,105
4860000,96
4960000,88
5060000,80
5160000,73
5260000,66
5360000,59
5460000,53
5560000,48
5660000,43
5760000,38
5860000,34
5960000,30
6060000,27
6160000,24
6260000,21
6360000,18
6460000,16
6560000,14
6660000,12
6760000,10
6860000,9
6960000,8
7060000,7
7160000,6
7260000,5
7360000,4
7460000,4
7560000,3
7660000,3
7760000,2
7860000,2
7960000,2
8060000,1
8160000,1
8260000,1
8360000,1
8460000,1
8560000,1
