Ціна (грн),Кількість об'єктів
60000,178
160000,179
260000,180
360000,181
460000,182
560000,182
660000,183
760000,184
860000,185
960000,185
1060000,186
1160000,187
1260000,188
1360000,188
1460000,189
1560000,190
1660000,190
1760000,191
1860000,192
1960000,192
2060000,193
2160000,194
2260000,194
2360000,195
2460000,195
2560000,196
2660000,197
2760000,197
2860000,198
2960000,198
3060000,199
3160000,199
3260000,200
3360000,200
3460000,200
3560000,201
3660000,201
3760000,202
3860000,202
3960000,203
4060000,203
4160000,203
4260000,204
4360000,204
4460000,204
4560000,204
4660000,205
4760000,205
4860000,205
4960000,205
5060000,206
5160000,206
5260000,206
5360000,206
5460000,206
5560000,207
5660000,207
5760000,207
5860000,207
5960000,207
6060000,207
6160000,207
6260000,207
6360000,207
6460000,207
6560000,207
6660000,207
6760000,207
6860000,207
6960000,207
7060000,207
7160000,207
7260000,206
7360000,206
7460000,206
7560000,206
7660000,206
7760000,206
7860000,205
7960000,205
8060000,205
8160000,205
8260000,204
8360000,204
8460000,204
8560000,203
8660000,203
8760000,203
8860000,202
8960000,202
9060000,202
9160000,201
9260000,201
9360000,200
9460000,200
9560000,199
9660000,199
9760000,198
9860000,198
9960000,197
