Ціна (грн),Кількість об'єктів
60000,221
160000,221
260000,222
360000,222
460000,222
560000,222
660000,222
760000,222
860000,222
960000,222
1060000,222
1160000,222
1260000,222
1360000,222
1460000,222
1560000,221
1660000,221
1760000,221
1860000,220
1960000,220
2060000,219
2160000,219
2260000,218
2360000,218
2460000,217
2560000,216
2660000,216
2760000,215
2860000,214
2960000,213
3060000,212
3160000,211
3260000,210
3360000,209
3460000,208
3560000,207
3660000,206
3760000,205
3860000,203
3960000,202
4060000,201
4160000,199
4260000,198
4360000,197
4460000,195
4560000,194
4660000,192
4760000,191
4860000,189
4960000,188
5060000,186
5160000,185
5260000,183
5360000,181
5460000,180
5560000,178
5660000,176
5760000,175
5860000,173
5960000,171
6060000,169
6160000,167
6260000,166
6360000,164
6460000,162
6560000,160
6660000,158
6760000,156
6860000,154
6960000,153
7060000,151
7160000,149
7260000,147
7360000,145
7460000,143
7560000,141
7660000,139
7760000,137
7860000,135
7960000,133
8060000,131
8160000,129
8260000,128
8360000,126
8460000,124
8560000,122
8660000,120
8760000,118
8860000,116
8960000,114
9060000,112
9160000,110
9260000,109
9360000,107
9460000,105
9560000,103
9660000,101
9760000,99
9860000,98
9960000,96
