Ціна (грн),Кількість об'єктів
60000,240
160000,241
260000,241
360000,241
460000,242
560000,242
660000,243
760000,243
860000,243
960000,244
1060000,244
1160000,244
1260000,244
1360000,245
1460000,245
1560000,245
1660000,245
1760000,245
1860000,245
1960000,245
2060000,245
2160000,245
2260000,245
2360000,245
2460000,245
2560000,245
2660000,245
2760000,245
2860000,244
2960000,244
3060000,244
3160000,244
3260000,243
3360000,243
3460000,243
3560000,242
3660000,242
3760000,241
3860000,241
3960000,241
4060000,240
4160000,240
4260000,239
4360000,238
4460000,238
4560000,237
4660000,237
4760000,236
4860000,235
4960000,235
5060000,234
5160000,233
5260000,232
5360000,232
5460000,231
5560000,230
5660000,229
5760000,228
5860000,227
5960000,226
6060000,225
6160000,224
6260000,224
6360000,223
6460000,222
6560000,220
6660000,219
6760000,218
6860000,217
6960000,216
7060000,215
7160000,214
7260000,213
7360000,212
7460000,210
7560000,209
7660000,208
7760000,207
7860000,206
7960000,204
8060000,203
8160000,202
8260000,200
8360000,199
8460000,198
8560000,196
8660000,195
8760000,194
8860000,192
8960000,191
9060000,190
9160000,188
9260000,187
9360000,185
9460000,184
9560000,183
9660000,181
9760000,180
9860000,178
9960000,177
