Ціна (грн),Кількість об'єктів
60000,240
160000,248
260000,256
360000,263
460000,268
560000,273
660000,276
760000,278
860000,279
960000,279
1060000,277
1160000,274
1260000,270
1360000,265
1460000,259
1560000,252
1660000,243
1760000,235
1860000,225
1960000,215
2060000,204
2160000,193
2260000,182
2360000,170
2460000,159
2560000,148
2660000,137
2760000,126
2860000,115
2960000,105
3060000,96
3160000,87
3260000,78
3360000,70
3460000,62
3560000,55
3660000,49
3760000,43
3860000,38
3960000,33
4060000,29
4160000,25
4260000,21
4360000,18
4460000,16
4560000,13
4660000,11
4760000,9
4860000,8
4960000,7
5060000,5
5160000,4
5260000,4
5360000,3
5460000,2
5560000,2
5660000,2
5760000,1
5860000,1
5960000,1
6060000,1
6160000,1
