Ціна (грн),Кількість об'єктів
60000,117
160000,119
260000,120
360000,121
460000,122
560000,123
660000,123
760000,124
860000,124
960000,125
1060000,125
1160000,125
1260000,124
1360000,124
1460000,123
1560000,123
1660000,122
1760000,121
1860000,120
1960000,118
2060000,117
2160000,115
2260000,114
2360000,112
2460000,110
2560000,108
2660000,106
2760000,104
2860000,102
2960000,99
3060000,97
3160000,95
3260000,92
3360000,90
3460000,87
3560000,84
3660000,82
3760000,79
3860000,76
3960000,74
4060000,71
4160000,68
4260000,66
4360000,63
4460000,61
4560000,58
4660000,56
4760000,53
4860000,51
4960000,48
5060000,46
5160000,44
5260000,42
5360000,39
5460000,37
5560000,35
5660000,33
5760000,31
5860000,30
5960000,28
6060000,26
6160000,25
6260000,23
6360000,22
6460000,20
6560000,19
6660000,18
6760000,17
6860000,15
6960000,14
7060000,13
7160000,12
7260000,11
7360000,11
7460000,10
7560000,9
7660000,8
7760000,8
7860000,7
7960000,6
8060000,6
8160000,5
8260000,5
8360000,5
8460000,4
8560000,4
8660000,3
8760000,3
8860000,3
8960000,3
9060000,2
9160000,2
9260000,2
9360000,2
9460000,2
9560000,1
9660000,1
9760000,1
9860000,1
9960000,1
