Ціна (грн),Кількість об'єктів
60000,312
160000,332
260000,351
360000,370
460000,389
560000,406
660000,423
760000,439
860000,453
960000,466
1060000,477
1160000,486
1260000,494
1360000,500
1460000,503
1560000,504
1660000,504
1760000,501
1860000,496
1960000,489
2060000,481
2160000,470
2260000,458
2360000,444
2460000,429
2560000,412
2660000,395
2760000,377
2860000,358
2960000,338
3060000,319
3160000,299
3260000,279
3360000,260
3460000,241
3560000,222
3660000,204
3760000,187
3860000,170
3960000,154
4060000,139
4160000,125
4260000,112
4360000,100
4460000,89
4560000,79
4660000,69
4760000,61
4860000,53
4960000,46
5060000,40
5160000,35
5260000,30
5360000,25
5460000,22
5560000,18
5660000,16
5760000,13
5860000,11
5960000,9
6060000,8
6160000,6
6260000,5
6360000,4
6460000,3
6560000,3
6660000,2
6760000,2
6860000,1
6960000,1
7060000,1
7160000,1
7260000,1
