Ціна (грн),Кількість об'єктів
60000,144
160000,144
260000,144
360000,144
460000,144
560000,145
660000,145
760000,145
860000,145
960000,145
1060000,145
1160000,145
1260000,145
1360000,145
1460000,145
1560000,145
1660000,145
1760000,145
1860000,145
1960000,145
2060000,145
2160000,145
2260000,145
2360000,145
2460000,145
2560000,145
2660000,145
2760000,145
2860000,145
2960000,145
3060000,145
3160000,145
3260000,145
3360000,145
3460000,145
3560000,145
3660000,145
3760000,145
3860000,145
3960000,145
4060000,144
4160000,144
4260000,144
4360000,144
4460000,144
4560000,144
4660000,144
4760000,144
4860000,144
4960000,143
5060000,143
5160000,143
5260000,143
5360000,143
5460000,143
5560000,142
5660000,142
5760000,142
5860000,142
5960000,142
6060000,142
6160000,141
6260000,141
6360000,141
6460000,141
6560000,140
6660000,140
6760000,140
6860000,140
6960000,140
7060000,139
7160000,139
7260000,139
7360000,139
7460000,138
7560000,138
7660000,138
7760000,137
7860000,137
7960000,137
8060000,137
8160000,136
8260000,136
8360000,136
8460000,135
8560000,135
8660000,135
8760000,134
8860000,134
8960000,134
9060000,133
9160000,133
9260000,133
9360000,132
9460000,132
9560000,132
9660000,131
9760000,131
9860000,131
9960000,130
