Ціна (грн),Кількість об'єктів
60000,168
160000,168
260000,168
360000,168
460000,169
560000,169
660000,169
760000,169
860000,169
960000,169
1060000,169
1160000,169
1260000,169
1360000,169
1460000,169
1560000,169
1660000,169
1760000,169
1860000,168
1960000,168
2060000,168
2160000,168
2260000,168
2360000,168
2460000,168
2560000,168
2660000,167
2760000,167
2860000,167
2960000,167
3060000,167
3160000,166
3260000,166
3360000,166
3460000,166
3560000,165
3660000,165
3760000,165
3860000,164
3960000,164
4060000,164
4160000,164
4260000,163
4360000,163
4460000,162
4560000,162
4660000,162
4760000,161
4860000,161
4960000,160
5060000,160
5160000,160
5260000,159
5360000,159
5460000,158
5560000,158
5660000,157
5760000,157
5860000,156
5960000,156
6060000,155
6160000,155
6260000,154
6360000,154
6460000,153
6560000,153
6660000,152
6760000,151
6860000,151
6960000,150
7060000,150
7160000,149
7260000,148
7360000,148
7460000,147
7560000,146
7660000,146
7760000,145
7860000,144
7960000,144
8060000,143
8160000,142
8260000,142
8360000,141
8460000,140
8560000,140
8660000,139
8760000,138
8860000,137
8960000,137
9060000,136
9160000,135
9260000,135
9360000,134
9460000,133
9560000,132
9660000,131
9760000,131
9860000,130
9960000,129
