Ціна (грн),Кількість об'єктів
60000,337
160000,345
260000,354
360000,362
460000,369
560000,376
660000,382
760000,388
860000,393
960000,397
1060000,401
1160000,404
1260000,407
1360000,409
1460000,410
1560000,410
1660000,410
1760000,409
1860000,407
1960000,404
2060000,401
2160000,397
2260000,393
2360000,387
2460000,382
2560000,375
2660000,368
2760000,361
2860000,353
2960000,345
3060000,336
3160000,327
3260000,317
3360000,308
3460000,298
3560000,288
3660000,278
3760000,267
3860000,257
3960000,246
4060000,236
4160000,225
4260000,215
4360000,205
4460000,195
4560000,185
4660000,175
4760000,166
4860000,157
4960000,148
5060000,139
5160000,130
5260000,122
5360000,114
5460000,107
5560000,100
5660000,93
5760000,86
5860000,80
5960000,74
6060000,69
6160000,63
6260000,58
6360000,54
6460000,49
6560000,45
6660000,41
6760000,38
6860000,34
6960000,31
7060000,28
7160000,26
7260000,23
7360000,21
7460000,19
7560000,17
7660000,15
7760000,14
7860000,12
7960000,11
8060000,10
8160000,9
8260000,8
8360000,7
8460000,6
8560000,5
8660000,5
8760000,4
8860000,4
8960000,3
9060000,3
9160000,3
9260000,2
9360000,2
9460000,2
9560000,1
9660000,1
9760000,1
9860000,1
9960000,1
