Ціна (грн),Кількість об'єктів
60000,532
160000,558
260000,584
360000,610
460000,637
560000,663
660000,689
760000,715
860000,740
960000,765
1060000,789
1160000,813
1260000,836
1360000,858
1460000,879
1560000,898
1660000,917
1760000,934
1860000,950
1960000,964
2060000,977
2160000,988
2260000,998
2360000,1006
2460000,1012
2560000,1016
2660000,1018
2760000,1019
2860000,1017
2960000,1014
3060000,1009
3160000,1002
3260000,994
3360000,984
3460000,972
3560000,958
3660000,943
3760000,927
3860000,909
3960000,890
4060000,870
4160000,848
4260000,826
4360000,803
4460000,779
4560000,754
4660000,729
4760000,704
4860000,678
4960000,651
5060000,625
5160000,599
5260000,573
5360000,547
5460000,521
5560000,495
5660000,470
5760000,446
5860000,421
5960000,398
6060000,375
6160000,353
6260000,331
6360000,311
6460000,291
6560000,271
6660000,253
6760000,235
6860000,219
6960000,203
7060000,188
7160000,173
7260000,160
7360000,147
7460000,135
7560000,124
7660000,114
7760000,104
7860000,95
7960000,86
8060000,78
8160000,71
8260000,64
8360000,58
8460000,53
8560000,47
8660000,43
8760000,38
8860000,34
8960000,31
9060000,27
9160000,24
9260000,22
9360000,19
9460000,17
9560000,15
9660000,13
9760000,12
9860000,10
9960000,9
