Ціна (грн),Кількість об'єктів
60000,31
160000,32
260000,33
360000,34
460000,35
560000,36
660000,37
760000,37
860000,38
960000,39
1060000,40
1160000,40
1260000,41
1360000,41
1460000,42
1560000,42
1660000,43
1760000,43
1860000,43
1960000,44
2060000,44
2160000,44
2260000,44
2360000,44
2460000,44
2560000,44
2660000,44
2760000,43
2860000,43
2960000,43
3060000,42
3160000,42
3260000,41
3360000,41
3460000,40
3560000,40
3660000,39
3760000,38
3860000,37
3960000,37
4060000,36
4160000,35
4260000,34
4360000,33
4460000,32
4560000,31
4660000,30
4760000,29
4860000,28
4960000,27
5060000,26
5160000,25
5260000,24
5360000,24
5460000,23
5560000,22
5660000,21
5760000,20
5860000,19
5960000,18
6060000,17
6160000,16
6260000,15
6360000,15
6460000,14
6560000,13
6660000,12
6760000,12
6860000,11
6960000,10
7060000,10
7160000,9
7260000,8
7360000,8
7460000,7
7560000,7
7660000,6
7760000,6
7860000,6
7960000,5
8060000,5
8160000,4
8260000,4
8360000,4
8460000,3
8560000,3
8660000,3
8760000,3
8860000,2
8960000,2
9060000,2
9160000,2
9260000,2
9360000,2
9460000,1
9560000,1
9660000,1
9760000,1
9860000,1
9960000,1
