Ціна (грн),Кількість об'єктів
60000,275
160000,309
260000,344
360000,381
460000,419
560000,458
660000,497
760000,536
860000,575
960000,613
1060000,649
1160000,682
1260000,713
1360000,740
1460000,764
1560000,783
1660000,798
1760000,807
1860000,812
1960000,811
2060000,805
2160000,794
2260000,779
2360000,758
2460000,734
2560000,705
2660000,674
2760000,640
2860000,603
2960000,565
3060000,526
3160000,487
3260000,448
3360000,409
3460000,371
3560000,335
3660000,300
3760000,267
3860000,236
3960000,208
4060000,181
4160000,157
4260000,136
4360000,116
4460000,99
4560000,84
4660000,70
4760000,59
4860000,49
4960000,40
5060000,33
5160000,27
5260000,22
5360000,17
5460000,14
5560000,11
5660000,9
5760000,7
5860000,5
5960000,4
6060000,3
6160000,2
6260000,2
6360000,1
6460000,1
6560000,1
6660000,1
