Ціна (грн),Кількість об'єктів
60000,268
160000,281
260000,296
360000,310
460000,325
560000,340
660000,356
760000,371
860000,387
960000,403
1060000,420
1160000,436
1260000,453
1360000,470
1460000,487
1560000,504
1660000,520
1760000,537
1860000,554
1960000,570
2060000,587
2160000,603
2260000,619
2360000,634
2460000,649
2560000,664
2660000,678
2760000,692
2860000,705
2960000,718
3060000,730
3160000,741
3260000,752
3360000,762
3460000,771
3560000,779
3660000,787
3760000,794
3860000,800
3960000,805
4060000,809
4160000,812
4260000,814
4360000,815
4460000,815
4560000,815
4660000,813
4760000,811
4860000,807
4960000,803
5060000,798
5160000,791
5260000,784
5360000,777
5460000,768
5560000,758
5660000,748
5760000,737
5860000,726
5960000,713
6060000,701
6160000,687
6260000,673
6360000,659
6460000,644
6560000,629
6660000,613
6760000,597
6860000,581
6960000,564
7060000,548
7160000,531
7260000,514
7360000,498
7460000,481
7560000,464
7660000,447
7760000,431
7860000,414
7960000,398
8060000,382
8160000,366
8260000,350
8360000,335
8460000,320
8560000,305
8660000,290
8760000,276
8860000,263
8960000,250
9060000,237
9160000,224
9260000,212
9360000,200
9460000,189
9560000,178
9660000,168
9760000,158
9860000,149
9960000,139
