Ціна (грн),Кількість об'єктів
60000,43
160000,44
260000,45
360000,46
460000,47
560000,48
660000,49
760000,49
860000,50
960000,51
1060000,52
1160000,53
1260000,53
1360000,54
1460000,55
1560000,55
1660000,56
1760000,56
1860000,56
1960000,57
2060000,57
2160000,57
2260000,58
2360000,58
2460000,58
2560000,58
2660000,58
2760000,58
2860000,58
2960000,58
3060000,57
3160000,57
3260000,57
3360000,56
3460000,56
3560000,56
3660000,55
3760000,54
3860000,54
3960000,53
4060000,53
4160000,52
4260000,51
4360000,50
4460000,49
4560000,49
4660000,48
4760000,47
4860000,46
4960000,45
5060000,44
5160000,43
5260000,42
5360000,41
5460000,40
5560000,39
5660000,38
5760000,37
5860000,36
5960000,34
6060000,33
6160000,32
6260000,31
6360000,30
6460000,29
6560000,28
6660000,27
6760000,26
6860000,25
6960000,24
7060000,23
7160000,22
7260000,21
7360000,20
7460000,20
7560000,19
7660000,18
7760000,17
7860000,16
7960000,15
8060000,15
8160000,14
8260000,13
8360000,13
8460000,12
8560000,11
8660000,11
8760000,10
8860000,10
8960000,9
9060000,8
9160000,8
9260000,8
9360000,7
9460000,7
9560000,6
9660000,6
9760000,5
9860000,5
9960000,5
