Ціна (грн),Кількість об'єктів
60000,12
160000,12
260000,12
360000,13
460000,13
560000,13
660000,13
760000,13
860000,13
960000,13
1060000,13
1160000,13
1260000,13
1360000,13
1460000,13
1560000,13
1660000,13
1760000,13
1860000,13
1960000,13
2060000,13
2160000,13
2260000,13
2360000,13
2460000,13
2560000,13
2660000,13
2760000,13
2860000,13
2960000,13
3060000,13
3160000,13
3260000,13
3360000,13
3460000,13
3560000,12
3660000,12
3760000,12
3860000,12
3960000,12
4060000,12
4160000,12
4260000,12
4360000,12
4460000,11
4560000,11
4660000,11
4760000,11
4860000,11
4960000,11
5060000,10
5160000,10
5260000,10
5360000,10
5460000,10
5560000,10
5660000,9
5760000,9
5860000,9
5960000,9
6060000,9
6160000,9
6260000,8
6360000,8
6460000,8
6560000,8
6660000,8
6760000,8
6860000,7
6960000,7
7060000,7
7160000,7
7260000,7
7360000,6
7460000,6
7560000,6
7660000,6
7760000,6
7860000,6
7960000,5
8060000,5
8160000,5
8260000,5
8360000,5
8460000,5
8560000,5
8660000,4
8760000,4
8860000,4
8960000,4
9060000,4
9160000,4
9260000,4
9360000,3
9460000,3
9560000,3
9660000,3
9760000,3
9860000,3
9960000,3
