Ціна (грн),Кількість об'єктів
60000,43
160000,43
260000,43
360000,43
460000,43
560000,43
660000,43
760000,43
860000,44
960000,44
1060000,44
1160000,44
1260000,44
1360000,44
1460000,44
1560000,44
1660000,44
1760000,44
1860000,44
1960000,44
2060000,44
2160000,44
2260000,44
2360000,44
2460000,44
2560000,44
2660000,44
2760000,44
2860000,44
2960000,44
3060000,44
3160000,44
3260000,44
3360000,44
3460000,43
3560000,43
3660000,43
3760000,43
3860000,43
3960000,43
4060000,43
4160000,43
4260000,43
4360000,43
4460000,42
4560000,42
4660000,42
4760000,42
4860000,42
4960000,42
5060000,41
5160000,41
5260000,41
5360000,41
5460000,41
5560000,41
5660000,40
5760000,40
5860000,40
5960000,40
6060000,40
6160000,39
6260000,39
6360000,39
6460000,39
6560000,38
6660000,38
6760000,38
6860000,38
6960000,37
7060000,37
7160000,37
7260000,37
7360000,36
7460000,36
7560000,36
7660000,36
7760000,35
7860000,35
7960000,35
8060000,35
8160000,34
8260000,34
8360000,34
8460000,33
8560000,33
8660000,33
8760000,33
8860000,32
8960000,32
9060000,32
9160000,31
9260000,31
9360000,31
9460000,30
9560000,30
9660000,30
9760000,29
9860000,29
9960000,29
