Ціна (грн),Кількість об'єктів
60000,223
160000,225
260000,226
360000,227
460000,229
560000,230
660000,231
760000,233
860000,234
960000,235
1060000,237
1160000,238
1260000,239
1360000,240
1460000,241
1560000,242
1660000,243
1760000,245
1860000,246
1960000,247
2060000,248
2160000,249
2260000,250
2360000,250
2460000,251
2560000,252
2660000,253
2760000,254
2860000,255
2960000,255
3060000,256
3160000,257
3260000,257
3360000,258
3460000,259
3560000,259
3660000,260
3760000,260
3860000,261
3960000,261
4060000,262
4160000,262
4260000,262
4360000,263
4460000,263
4560000,263
4660000,264
4760000,264
4860000,264
4960000,264
5060000,264
5160000,264
5260000,264
5360000,264
5460000,264
5560000,264
5660000,264
5760000,264
5860000,264
5960000,264
6060000,263
6160000,263
6260000,263
6360000,263
6460000,262
6560000,262
6660000,261
6760000,261
6860000,260
6960000,260
7060000,259
7160000,259
7260000,258
7360000,258
7460000,257
7560000,256
7660000,256
7760000,255
7860000,254
7960000,253
8060000,252
8160000,252
8260000,251
8360000,250
8460000,249
8560000,248
8660000,247
8760000,246
8860000,245
8960000,244
9060000,243
9160000,242
9260000,240
9360000,239
9460000,238
9560000,237
9660000,236
9760000,234
9860000,233
9960000,232
