Ціна (грн),Кількість об'єктів
60000,86
160000,90
260000,93
360000,97
460000,101
560000,104
660000,107
760000,110
860000,113
960000,116
1060000,119
1160000,121
1260000,124
1360000,125
1460000,127
1560000,129
1660000,130
1760000,131
1860000,131
1960000,132
2060000,132
2160000,132
2260000,131
2360000,130
2460000,129
2560000,128
2660000,126
2760000,124
2860000,122
2960000,120
3060000,117
3160000,114
3260000,111
3360000,108
3460000,105
3560000,102
3660000,98
3760000,95
3860000,91
3960000,87
4060000,83
4160000,80
4260000,76
4360000,72
4460000,69
4560000,65
4660000,61
4760000,58
4860000,54
4960000,51
5060000,48
5160000,45
5260000,42
5360000,39
5460000,36
5560000,33
5660000,31
5760000,28
5860000,26
5960000,24
6060000,22
6160000,20
6260000,18
6360000,17
6460000,15
6560000,14
6660000,12
6760000,11
6860000,10
6960000,9
7060000,8
7160000,7
7260000,6
7360000,6
7460000,5
7560000,4
7660000,4
7760000,3
7860000,3
7960000,3
8060000,2
8160000,2
8260000,2
8360000,2
8460000,1
8560000,1
8660000,1
8760000,1
8860000,1
8960000,1
9060000,1
