Ціна (грн),Кількість об'єктів
60000,75
160000,78
260000,81
360000,84
460000,87
560000,90
660000,92
760000,95
860000,98
960000,100
1060000,102
1160000,105
1260000,107
1360000,108
1460000,110
1560000,111
1660000,112
1760000,113
1860000,114
1960000,115
2060000,115
2160000,115
2260000,115
2360000,114
2460000,114
2560000,113
2660000,112
2760000,111
2860000,109
2960000,107
3060000,106
3160000,103
3260000,101
3360000,99
3460000,96
3560000,94
3660000,91
3760000,88
3860000,85
3960000,82
4060000,79
4160000,76
4260000,73
4360000,70
4460000,67
4560000,64
4660000,61
4760000,58
4860000,55
4960000,52
5060000,49
5160000,46
5260000,43
5360000,40
5460000,38
5560000,35
5660000,33
5760000,31
5860000,29
5960000,26
6060000,24
6160000,23
6260000,21
6360000,19
6460000,18
6560000,16
6660000,15
6760000,13
6860000,12
6960000,11
7060000,10
7160000,9
7260000,8
7360000,7
7460000,7
7560000,6
7660000,5
7760000,5
7860000,4
7960000,4
8060000,3
8160000,3
8260000,3
8360000,2
8460000,2
8560000,2
8660000,2
8760000,1
8860000,1
8960000,1
9060000,1
9160000,1
9260000,1
9360000,1
9460000,1
