Ціна (грн),Кількість об'єктів
60000,538
160000,588
260000,638
360000,689
460000,740
560000,790
660000,838
760000,884
860000,927
960000,967
1060000,1002
1160000,1033
1260000,1058
1360000,1078
1460000,1091
1560000,1099
1660000,1099
1760000,1094
1860000,1082
1960000,1064
2060000,1040
2160000,1011
2260000,977
2360000,938
2460000,896
2560000,851
2660000,803
2760000,753
2860000,703
2960000,652
3060000,601
3160000,551
3260000,502
3360000,455
3460000,410
3560000,367
3660000,326
3760000,289
3860000,254
3960000,222
4060000,193
4160000,167
4260000,144
4360000,123
4460000,104
4560000,88
4660000,74
4760000,62
4860000,51
4960000,42
5060000,35
5160000,28
5260000,23
5360000,18
5460000,15
5560000,12
5660000,9
5760000,7
5860000,6
5960000,4
6060000,3
6160000,3
6260000,2
6360000,2
6460000,1
6560000,1
6660000,1
