Ціна (грн),Кількість об'єктів
60000,487
160000,502
260000,516
360000,531
460000,545
560000,559
660000,573
760000,587
860000,600
960000,613
1060000,626
1160000,638
1260000,650
1360000,662
1460000,672
1560000,683
1660000,693
1760000,702
1860000,711
1960000,719
2060000,727
2160000,733
2260000,740
2360000,745
2460000,750
2560000,754
2660000,757
2760000,759
2860000,761
2960000,762
3060000,762
3160000,762
3260000,760
3360000,758
3460000,755
3560000,752
3660000,747
3760000,742
3860000,736
3960000,730
4060000,723
4160000,715
4260000,706
4360000,697
4460000,687
4560000,677
4660000,666
4760000,655
4860000,643
4960000,631
5060000,619
5160000,606
5260000,593
5360000,579
5460000,565
5560000,551
5660000,537
5760000,523
5860000,508
5960000,494
6060000,479
6160000,464
6260000,449
6360000,435
6460000,420
6560000,406
6660000,391
6760000,377
6860000,363
6960000,349
7060000,335
7160000,321
7260000,308
7360000,295
7460000,282
7560000,270
7660000,257
7760000,245
7860000,234
7960000,222
8060000,212
8160000,201
8260000,191
8360000,181
8460000,171
8560000,162
8660000,153
8760000,144
8860000,136
8960000,128
9060000,121
9160000,114
9260000,107
9360000,100
9460000,94
9560000,88
9660000,82
9760000,77
9860000,72
9960000,67
