Ціна (грн),Кількість об'єктів
60000,159
160000,185
260000,213
360000,244
460000,278
560000,314
660000,353
760000,395
860000,438
960000,482
1060000,528
1160000,574
1260000,621
1360000,666
1460000,711
1560000,753
1660000,792
1760000,828
1860000,861
1960000,888
2060000,911
2160000,927
2260000,938
2360000,943
2460000,942
2560000,935
2660000,921
2760000,902
2860000,877
2960000,848
3060000,814
3160000,777
3260000,736
3360000,693
3460000,648
3560000,602
3660000,556
3760000,509
3860000,464
3960000,420
4060000,378
4160000,337
4260000,299
4360000,264
4460000,231
4560000,201
4660000,174
4760000,149
4860000,127
4960000,108
5060000,91
5160000,76
5260000,63
5360000,52
5460000,43
5560000,35
5660000,28
5760000,23
5860000,18
5960000,14
6060000,11
6160000,9
6260000,7
6360000,5
6460000,4
6560000,3
6660000,2
6760000,2
6860000,1
6960000,1
7060000,1
7160000,1
