Ціна (грн),Кількість об'єктів
60000,158
160000,166
260000,175
360000,184
460000,193
560000,202
660000,211
760000,221
860000,230
960000,240
1060000,249
1160000,259
1260000,268
1360000,278
1460000,287
1560000,296
1660000,306
1760000,315
1860000,323
1960000,332
2060000,340
2160000,348
2260000,356
2360000,363
2460000,370
2560000,377
2660000,383
2760000,389
2860000,394
2960000,399
3060000,403
3160000,407
3260000,410
3360000,412
3460000,414
3560000,415
3660000,416
3760000,416
3860000,416
3960000,415
4060000,413
4160000,411
4260000,409
4360000,405
4460000,401
4560000,397
4660000,392
4760000,387
4860000,381
4960000,375
5060000,368
5160000,361
5260000,353
5360000,345
5460000,337
5560000,329
5660000,320
5760000,311
5860000,302
5960000,293
6060000,284
6160000,274
6260000,265
6360000,255
6460000,246
6560000,236
6660000,227
6760000,217
6860000,208
6960000,199
7060000,190
7160000,181
7260000,172
7360000,163
7460000,155
7560000,147
7660000,139
7760000,131
7860000,124
7960000,117
8060000,110
8160000,103
8260000,97
8360000,91
8460000,85
8560000,79
8660000,74
8760000,69
8860000,64
8960000,59
9060000,55
9160000,51
9260000,47
9360000,44
9460000,40
9560000,37
9660000,34
9760000,31
9860000,29
9960000,26
